,Dataset,Vanilla train acc,Vanilla train loss,Vanilla train f1,Vanilla test acc,Vanilla test loss,Vanilla test f1,Shadow train acc,Shadow train loss,Shadow train f1,Shadow test acc,Shadow test loss,Shadow test f1,MIA subsample rate,MIA mlp,MIA svm,MIA ranfor,MIA logi,MIA ada,MIA confidence mse,MIA confidence thr,MIA seed,Vanilla runtime per,Shadow runtime per,Epsilon,Delta,Dp,Rdp,Ldp,Norm bound,Noise scale,Sampler,Sampler batchsize,Occurance k,Cluster numparts,Saint rootnodes,Saint samplecoverage,Saint walklenth,Epochs,Shadow epochs,Num val,Num test,Layers,Hidden dims,Learning rate,Shadow learning rate,Dropout,Activation,Early stopping,Patience,Optim type
0,pubmed,0.5867,1.0083,0.5867,0.599,1.011,0.599,0.9231,0.2214,0.9231,0.8442,0.446,0.8442,0.5,0.5,0.5,0.5007,0.514,0.5,0.5051,0.42,123454321,1.4666,0.1852,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,443,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
1,pubmed,0.5813,0.9933,0.5813,0.5757,0.9983,0.5757,0.9211,0.225,0.9211,0.8438,0.4566,0.8438,0.5,0.5,0.4998,0.5028,0.498,0.5,0.5073,0.45,246908642,1.4408,0.1945,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,444,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
2,pubmed,0.5662,1.0167,0.5662,0.5719,1.012,0.5719,0.9193,0.235,0.9193,0.842,0.4498,0.842,0.5,0.5,0.5032,0.5021,0.4981,0.5029,0.5034,0.41,370362963,1.3544,0.1795,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,397,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
3,pubmed,0.5743,1.016,0.5743,0.5683,1.0252,0.5683,0.9209,0.2275,0.9209,0.8521,0.4307,0.8521,0.5,0.4999,0.4995,0.4944,0.5073,0.4991,0.5076,0.45,493817284,1.3562,0.184,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,465,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
4,pubmed,0.552,1.0121,0.552,0.5284,1.0272,0.5284,0.9263,0.22,0.9263,0.8413,0.4485,0.8413,0.5,0.5,0.5,0.5005,0.5075,0.5,0.513,0.43,617271605,1.3714,0.1838,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,437,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
5,pubmed,0.54,1.0119,0.54,0.5241,1.0199,0.5241,0.9215,0.2386,0.9215,0.8336,0.4636,0.8336,0.5,0.5,0.5,0.5034,0.5044,0.5,0.5128,0.44,740725926,1.4166,0.1804,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,407,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
6,pubmed,0.5763,1.0079,0.5763,0.5656,1.0168,0.5656,0.92,0.2212,0.92,0.8449,0.4299,0.8449,0.5,0.5,0.4999,0.5031,0.5007,0.5,0.513,0.42,864180247,1.2545,0.1986,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,410,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
7,pubmed,0.559,1.0147,0.559,0.5388,1.0177,0.5388,0.9195,0.2333,0.9195,0.8377,0.457,0.8377,0.5,0.5,0.4999,0.5012,0.5073,0.4999,0.5092,0.44,987634568,1.4077,0.1858,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,392,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
8,pubmed,0.5842,1.001,0.5842,0.5931,0.9943,0.5931,0.9204,0.228,0.9204,0.8487,0.4528,0.8487,0.5,0.5,0.5,0.497,0.5014,0.5,0.501,0.54,1111088889,1.4633,0.183,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,439,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
9,pubmed,0.5425,1.0106,0.5425,0.5347,1.0140,0.5347,0.9195,0.2362,0.9195,0.8510,0.4223,0.8510,0.5,0.4999,0.4993,0.5024,0.4949,0.5000,0.5066,0.4200,1234543210,1.2881,0.1785,47.9038,0.0033,False,True,False,1.0,2.0,cluster,0.4,10,30.0,5,50,3,500,398,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
