cora,4,0.01,0.8400
cora,4,0.01,0.8400
cora,4,0.01,0.8600
cora,4,0.01,0.8600
cora,4,0.01,0.8700
cora,4,0.01,0.8650
cora,4,0.01,0.8600
cora,4,0.01,0.8700
citeseer,4,0.01,0.7850
citeseer,4,0.01,0.7800
citeseer,4,0.01,0.7750
citeseer,4,0.01,0.7600
citeseer,4,0.01,0.7800
pubmed,4,0.01,0.7600
pubmed,4,0.01,0.8150
pubmed,4,0.01,0.7250
pubmed,4,0.01,0.7700
cora,4,0.01,0.8150
cora,4,0.01,0.8650
cora,4,0.01,0.8200
cora,4,0.01,0.8600
citeseer,4,0.01,0.7750
citeseer,4,0.01,0.7800
citeseer,4,0.01,0.7600
citeseer,4,0.01,0.7800
pubmed,4,0.01,0.7700
pubmed,4,0.01,0.7250
pubmed,4,0.01,0.7600
pubmed,4,0.01,0.8150
pubmed,4,0.01,0.8850
pubmed,4,0.01,0.8550
pubmed,4,0.01,0.8250
pubmed,4,0.01,0.8550
cora,4,0.01,0.8600
cora,4,0.01,0.8300
cora,4,0.01,0.8750
cora,4,0.01,0.8750
citeseer,4,0.01,0.7750
citeseer,4,0.01,0.7500
citeseer,4,0.01,0.7300
citeseer,4,0.01,0.7600
computers,4,0.01,0.7250
cora,4,0.01,0.8150
computers,4,0.01,0.8100
computers,4,0.01,0.8176
computers,4,0.01,0.3600
computers,4,0.01,0.8600
computers,4,0.01,0.8335
computers,4,0.01,0.8509
computers,4,0.01,0.8324
computers,4,0.01,0.8582
computers,4,0.01,0.8341
computers,4,0.01,0.8611
computers,4,0.01,0.8488
computers,4,0.01,0.8462
computers,4,0.01,0.8288
computers,4,0.01,0.8662
computers,4,0.01,0.8215
computers,4,0.01,0.8604
computers,4,0.01,0.8625
computers,4,0.01,0.8470
computers,4,0.01,0.8611
computers,4,0.01,0.7905
computers,4,0.01,0.8480
computers,4,0.01,0.8131
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.8522
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8596
cora,4,0.01,0.6273
cora,4,0.01,0.8522
cora,4,0.01,0.6914
cora,4,0.01,0.8522
cora,4,0.01,0.6944
citeseer,4,0.01,0.7655
citeseer,4,0.01,0.6131
citeseer,4,0.01,0.7645
citeseer,4,0.01,0.6647
cora,4,0.01,0.8510
cora,4,0.01,0.7857
cora,4,0.01,0.8510
cora,4,0.01,0.7857
cora,4,0.01,0.8621
cora,4,0.01,0.6062
cora,4,0.01,0.8621
cora,4,0.01,0.8119
cora,4,0.01,0.8522
cora,4,0.01,0.8005
cora,4,0.01,0.8571
cora,4,0.01,0.6728
citeseer,4,0.01,0.7745
citeseer,4,0.01,0.6482
citeseer,4,0.01,0.7675
citeseer,4,0.01,0.6131
citeseer,4,0.01,0.7745
citeseer,4,0.01,0.6482
pubmed,4,0.01,0.7390
pubmed,4,0.01,0.7718
pubmed,4,0.01,0.7386
pubmed,4,0.01,0.7718
pubmed,4,0.01,0.7391
pubmed,4,0.01,0.7718
computers,4,0.01,0.8522
computers,4,0.01,0.8070
computers,4,0.01,0.8582
computers,4,0.01,0.8325
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.8534
cora,4,0.01,0.8534
cora,4,0.01,0.8534
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8534
cora,4,0.01,0.6914
cora,4,0.01,0.8615
cora,4,0.01,0.6481
cora,4,0.01,0.8615
cora,4,0.01,0.6481
cora,4,0.01,0.8523
cora,4,0.01,0.7384
cora,4,0.01,0.8523
cora,4,0.01,0.7384
cora,4,0.01,0.8523
cora,4,0.01,0.7454
cora,4,0.01,0.8532
cora,4,0.01,0.7384
cora,4,0.01,0.8541
cora,4,0.01,0.7384
cora,4,0.01,0.8504
cora,4,0.01,0.7731
pubmed,4,0.01,0.7420
pubmed,4,0.01,0.7594
pubmed,4,0.1,0.4878
pubmed,4,0.1,0.5517
pubmed,4,0.1,0.6842
